,Customer ID,Quarter,Revenue,Quarter End,Recency,Revenue Score
35,18102,2011Q4,79497.89,2011-12-31 23:59:59.999999999,22.0,5
36,12682,2009Q4,1072.95,2009-12-31 23:59:59.999999999,10.0,5
37,12682,2010Q1,3221.42,2010-03-31 23:59:59.999999999,22.0,5
38,12682,2010Q2,2800.25,2010-06-30 23:59:59.999999999,1.0,5
39,12682,2010Q3,1723.31,2010-09-30 23:59:59.999999999,15.0,5
40,12682,2010Q4,4003.05,2010-12-31 23:59:59.999999999,22.0,5
41,12682,2011Q1,2316.25,2011-03-31 23:59:59.999999999,17.0,5
42,12682,2011Q2,2670.84,2011-06-30 23:59:59.999999999,15.0,5
43,12682,2011Q3,2736.83,2011-09-30 23:59:59.999999999,11.0,5
44,12682,2011Q4,3489.0099999999998,2011-12-31 23:59:59.999999999,25.0,5
45,18087,2009Q4,989.74,2009-12-31 23:59:59.999999999,17.0,4
46,18087,2010Q1,923.36,2010-03-31 23:59:59.999999999,28.0,4
47,18087,2010Q2,313.92,2010-06-30 23:59:59.999999999,77.0,2
48,18087,2010Q3,6043.32,2010-09-30 23:59:59.999999999,1.0,5
49,18087,2010Q4,2435.46,2010-12-31 23:59:59.999999999,36.0,5
50,18087,2011Q1,3202.9199999999996,2011-03-31 23:59:59.999999999,37.0,5
51,18087,2011Q2,0.0,2011-06-30 23:59:59.999999999,,0
52,18087,2011Q3,852.8,2011-09-30 23:59:59.999999999,28.0,4
53,18087,2011Q4,0.0,2011-12-31 23:59:59.999999999,,0
54,13635,2009Q4,797.15,2009-12-31 23:59:59.999999999,16.0,4
55,13635,2010Q1,0.0,2010-03-31 23:59:59.999999999,,0
56,13635,2010Q2,0.0,2010-06-30 23:59:59.999999999,,0
57,13635,2010Q3,1130.98,2010-09-30 23:59:59.999999999,7.0,5
58,13635,2010Q4,0.0,2010-12-31 23:59:59.999999999,,0
59,13635,2011Q1,0.0,2011-03-31 23:59:59.999999999,,0
60,13635,2011Q2,0.0,2011-06-30 23:59:59.999999999,,0
61,13635,2011Q3,0.0,2011-09-30 23:59:59.999999999,,0
62,13635,2011Q4,1071.03,2011-12-31 23:59:59.999999999,89.0,5
63,14110,2009Q4,676.5,2009-12-31 23:59:59.999999999,14.0,4
64,14110,2010Q1,928.7900000000001,2010-03-31 23:59:59.999999999,5.0,4
65,14110,2010Q2,3302.62,2010-06-30 23:59:59.999999999,1.0,5
66,14110,2010Q3,2396.89,2010-09-30 23:59:59.999999999,0.0,5
67,14110,2010Q4,0.0,2010-12-31 23:59:59.999999999,,0
68,14110,2011Q1,904.26,2011-03-31 23:59:59.999999999,13.0,4
69,14110,2011Q2,1176.98,2011-06-30 23:59:59.999999999,9.0,5
70,14110,2011Q3,2084.37,2011-09-30 23:59:59.999999999,16.0,5
71,14110,2011Q4,1517.54,2011-12-31 23:59:59.999999999,25.0,5
72,12636,2009Q4,141.0,2009-12-31 23:59:59.999999999,30.0,1
73,12636,2010Q1,0.0,2010-03-31 23:59:59.999999999,,0
74,12636,2010Q2,0.0,2010-06-30 23:59:59.999999999,,0
75,12636,2010Q3,0.0,2010-09-30 23:59:59.999999999,,0
76,12636,2010Q4,0.0,2010-12-31 23:59:59.999999999,,0
77,12636,2011Q1,0.0,2011-03-31 23:59:59.999999999,,0
78,12636,2011Q2,0.0,2011-06-30 23:59:59.999999999,,0
79,12636,2011Q3,0.0,2011-09-30 23:59:59.999999999,,0
80,12636,2011Q4,0.0,2011-12-31 23:59:59.999999999,,0
81,17519,2009Q4,308.44,2009-12-31 23:59:59.999999999,30.0,2
82,17519,2010Q1,922.2900000000001,2010-03-31 23:59:59.999999999,13.0,4
83,17519,2010Q2,1060.05,2010-06-30 23:59:59.999999999,7.0,5
84,17519,2010Q3,639.37,2010-09-30 23:59:59.999999999,7.0,4
85,17519,2010Q4,670.6,2010-12-31 23:59:59.999999999,25.0,4
86,17519,2011Q1,313.45,2011-03-31 23:59:59.999999999,8.0,2
87,17519,2011Q2,507.35,2011-06-30 23:59:59.999999999,11.0,3
88,17519,2011Q3,331.90000000000003,2011-09-30 23:59:59.999999999,63.0,2
89,17519,2011Q4,356.02,2011-12-31 23:59:59.999999999,39.0,3
90,13758,2009Q4,1866.94,2009-12-31 23:59:59.999999999,16.0,5
91,13758,2010Q1,1128.71,2010-03-31 23:59:59.999999999,54.0,5
92,13758,2010Q2,686.52,2010-06-30 23:59:59.999999999,62.0,4
93,13758,2010Q3,0.0,2010-09-30 23:59:59.999999999,,0
94,13758,2010Q4,3263.11,2010-12-31 23:59:59.999999999,23.0,5
95,13758,2011Q1,422.4,2011-03-31 23:59:59.999999999,81.0,3
96,13758,2011Q2,1210.27,2011-06-30 23:59:59.999999999,39.0,5
97,13758,2011Q3,0.0,2011-09-30 23:59:59.999999999,,0
98,13758,2011Q4,839.03,2011-12-31 23:59:59.999999999,33.0,4
99,12362,2009Q4,130.0,2009-12-31 23:59:59.999999999,30.0,1
100,12362,2010Q1,0.0,2010-03-31 23:59:59.999999999,,0
101,12362,2010Q2,0.0,2010-06-30 23:59:59.999999999,,0
102,12362,2010Q3,0.0,2010-09-30 23:59:59.999999999,,0
103,12362,2010Q4,0.0,2010-12-31 23:59:59.999999999,,0
104,12362,2011Q1,479.1,2011-03-31 23:59:59.999999999,42.0,3
105,12362,2011Q2,495.24,2011-06-30 23:59:59.999999999,63.0,3
106,12362,2011Q3,1603.0,2011-09-30 23:59:59.999999999,2.0,5
107,12362,2011Q4,2648.89,2011-12-31 23:59:59.999999999,25.0,5
108,15413,2009Q4,4513.42,2009-12-31 23:59:59.999999999,16.0,5
109,15413,2010Q1,2285.3,2010-03-31 23:59:59.999999999,73.0,5
110,15413,2010Q2,0.0,2010-06-30 23:59:59.999999999,,0
111,15413,2010Q3,0.0,2010-09-30 23:59:59.999999999,,0
112,15413,2010Q4,0.0,2010-12-31 23:59:59.999999999,,0
113,15413,2011Q1,0.0,2011-03-31 23:59:59.999999999,,0
114,15413,2011Q2,0.0,2011-06-30 23:59:59.999999999,,0
115,15413,2011Q3,0.0,2011-09-30 23:59:59.999999999,,0
116,15413,2011Q4,0.0,2011-12-31 23:59:59.999999999,,0
117,16321,2009Q4,196.10000000000002,2009-12-31 23:59:59.999999999,30.0,1
118,16321,2010Q1,34.8,2010-03-31 23:59:59.999999999,8.0,1
119,16321,2010Q2,0.0,2010-06-30 23:59:59.999999999,,0
120,16321,2010Q3,0.0,2010-09-30 23:59:59.999999999,,0
121,16321,2010Q4,0.0,2010-12-31 23:59:59.999999999,,0
122,16321,2011Q1,223.65,2011-03-31 23:59:59.999999999,52.0,2
123,16321,2011Q2,0.0,2011-06-30 23:59:59.999999999,,0
124,16321,2011Q3,150.0,2011-09-30 23:59:59.999999999,2.0,1
125,16321,2011Q4,0.0,2011-12-31 23:59:59.999999999,,0
126,16167,2009Q4,485.79,2009-12-31 23:59:59.999999999,30.0,3
127,16167,2010Q1,0.0,2010-03-31 23:59:59.999999999,,0
128,16167,2010Q2,387.45,2010-06-30 23:59:59.999999999,90.0,3
129,16167,2010Q3,324.55,2010-09-30 23:59:59.999999999,3.0,2
130,16167,2010Q4,188.32999999999998,2010-12-31 23:59:59.999999999,71.0,1
131,16167,2011Q1,0.0,2011-03-31 23:59:59.999999999,,0
132,16167,2011Q2,0.0,2011-06-30 23:59:59.999999999,,0
133,16167,2011Q3,0.0,2011-09-30 23:59:59.999999999,,0
134,16167,2011Q4,0.0,2011-12-31 23:59:59.999999999,,0
135,17865,2009Q4,2955.91,2009-12-31 23:59:59.999999999,11.0,5
136,17865,2010Q1,1597.53,2010-03-31 23:59:59.999999999,30.0,5
137,17865,2010Q2,3840.63,2010-06-30 23:59:59.999999999,21.0,5
138,17865,2010Q3,4104.39,2010-09-30 23:59:59.999999999,9.0,5
139,17865,2010Q4,4429.4400000000005,2010-12-31 23:59:59.999999999,14.0,5
140,17865,2011Q1,1649.74,2011-03-31 23:59:59.999999999,9.0,5
141,17865,2011Q2,1534.09,2011-06-30 23:59:59.999999999,14.0,5
142,17865,2011Q3,4251.42,2011-09-30 23:59:59.999999999,9.0,5
143,17865,2011Q4,2011.24,2011-12-31 23:59:59.999999999,52.0,5
144,17592,2009Q4,148.3,2009-12-31 23:59:59.999999999,30.0,1
145,17592,2010Q1,0.0,2010-03-31 23:59:59.999999999,,0
146,17592,2010Q2,0.0,2010-06-30 23:59:59.999999999,,0
147,17592,2010Q3,0.0,2010-09-30 23:59:59.999999999,,0
148,17592,2010Q4,0.0,2010-12-31 23:59:59.999999999,,0
149,17592,2011Q1,0.0,2011-03-31 23:59:59.999999999,,0
150,17592,2011Q2,0.0,2011-06-30 23:59:59.999999999,,0
151,17592,2011Q3,0.0,2011-09-30 23:59:59.999999999,,0
152,17592,2011Q4,0.0,2011-12-31 23:59:59.999999999,,0
153,13767,2009Q4,2511.4,2009-12-31 23:59:59.999999999,17.0,5
154,13767,2010Q1,3153.14,2010-03-31 23:59:59.999999999,3.0,5
155,13767,2010Q2,1595.81,2010-06-30 23:59:59.999999999,19.0,5
156,13767,2010Q3,2995.5800000000004,2010-09-30 23:59:59.999999999,4.0,5
157,13767,2010Q4,10503.6,2010-12-31 23:59:59.999999999,15.0,5
158,13767,2011Q1,1704.46,2011-03-31 23:59:59.999999999,32.0,5
159,13767,2011Q2,3784.9700000000003,2011-06-30 23:59:59.999999999,2.0,5
160,13767,2011Q3,5374.58,2011-09-30 23:59:59.999999999,10.0,5
161,13767,2011Q4,3916.9900000000002,2011-12-31 23:59:59.999999999,24.0,5
162,17238,2009Q4,559.9,2009-12-31 23:59:59.999999999,20.0,3
163,17238,2010Q1,355.21,2010-03-31 23:59:59.999999999,15.0,3
164,17238,2010Q2,1144.29,2010-06-30 23:59:59.999999999,22.0,5
165,17238,2010Q3,727.1899999999999,2010-09-30 23:59:59.999999999,28.0,4
166,17238,2010Q4,1621.95,2010-12-31 23:59:59.999999999,28.0,5
167,17238,2011Q1,627.43,2011-03-31 23:59:59.999999999,3.0,4
168,17238,2011Q2,550.67,2011-06-30 23:59:59.999999999,22.0,3
169,17238,2011Q3,676.04,2011-09-30 23:59:59.999999999,14.0,4
170,17238,2011Q4,1520.42,2011-12-31 23:59:59.999999999,24.0,5
171,15712,2009Q4,255.5,2009-12-31 23:59:59.999999999,30.0,2
172,15712,2010Q1,937.1,2010-03-31 23:59:59.999999999,52.0,4
173,15712,2010Q2,398.55,2010-06-30 23:59:59.999999999,17.0,3
174,15712,2010Q3,247.65,2010-09-30 23:59:59.999999999,24.0,2
175,15712,2010Q4,561.25,2010-12-31 23:59:59.999999999,36.0,4
176,15712,2011Q1,299.8,2011-03-31 23:59:59.999999999,34.0,2
177,15712,2011Q2,158.85,2011-06-30 23:59:59.999999999,21.0,1
178,15712,2011Q3,407.26,2011-09-30 23:59:59.999999999,1.0,3
179,15712,2011Q4,206.45,2011-12-31 23:59:59.999999999,31.0,2
180,15311,2009Q4,9370.24,2009-12-31 23:59:59.999999999,9.0,5
181,15311,2010Q1,19697.56,2010-03-31 23:59:59.999999999,0.0,5
182,15311,2010Q2,8774.49,2010-06-30 23:59:59.999999999,16.0,5
183,15311,2010Q3,9920.36,2010-09-30 23:59:59.999999999,0.0,5
184,15311,2010Q4,10917.27,2010-12-31 23:59:59.999999999,8.0,5
185,15311,2011Q1,16670.52,2011-03-31 23:59:59.999999999,17.0,5
186,15311,2011Q2,17762.59,2011-06-30 23:59:59.999999999,1.0,5
187,15311,2011Q3,11363.81,2011-09-30 23:59:59.999999999,3.0,5
188,15311,2011Q4,12294.32,2011-12-31 23:59:59.999999999,22.0,5
189,16329,2009Q4,282.46000000000004,2009-12-31 23:59:59.999999999,30.0,2
190,16329,2010Q1,402.79,2010-03-31 23:59:59.999999999,27.0,3
191,16329,2010Q2,0.0,2010-06-30 23:59:59.999999999,,0
192,16329,2010Q3,554.62,2010-09-30 23:59:59.999999999,8.0,3
193,16329,2010Q4,463.19999999999993,2010-12-31 23:59:59.999999999,84.0,3
194,16329,2011Q1,0.0,2011-03-31 23:59:59.999999999,,0
195,16329,2011Q2,0.0,2011-06-30 23:59:59.999999999,,0
196,16329,2011Q3,0.0,2011-09-30 23:59:59.999999999,,0
197,16329,2011Q4,0.0,2011-12-31 23:59:59.999999999,,0
198,17700,2009Q4,696.73,2009-12-31 23:59:59.999999999,30.0,4
199,17700,2010Q1,922.8399999999999,2010-03-31 23:59:59.999999999,22.0,4
200,17700,2010Q2,784.6899999999999,2010-06-30 23:59:59.999999999,51.0,4
201,17700,2010Q3,786.4,2010-09-30 23:59:59.999999999,44.0,4
202,17700,2010Q4,954.67,2010-12-31 23:59:59.999999999,38.0,4
203,17700,2011Q1,602.61,2011-03-31 23:59:59.999999999,28.0,4
204,17700,2011Q2,522.96,2011-06-30 23:59:59.999999999,51.0,3
205,17700,2011Q3,556.26,2011-09-30 23:59:59.999999999,24.0,3
206,17700,2011Q4,852.8100000000001,2011-12-31 23:59:59.999999999,38.0,4
207,14911,2009Q4,7119.24,2009-12-31 23:59:59.999999999,13.0,5
208,14911,2010Q1,33710.590000000004,2010-03-31 23:59:59.999999999,1.0,5
209,14911,2010Q2,27905.38,2010-06-30 23:59:59.999999999,0.0,5
210,14911,2010Q3,37511.04,2010-09-30 23:59:59.999999999,0.0,5
211,14911,2010Q4,53639.26,2010-12-31 23:59:59.999999999,8.0,5
212,14911,2011Q1,17052.84,2011-03-31 23:59:59.999999999,0.0,5
213,14911,2011Q2,24087.2,2011-06-30 23:59:59.999999999,0.0,5
214,14911,2011Q3,46831.04,2011-09-30 23:59:59.999999999,0.0,5
215,14911,2011Q4,48116.04,2011-12-31 23:59:59.999999999,23.0,5
216,15998,2009Q4,1063.24,2009-12-31 23:59:59.999999999,20.0,5
217,15998,2010Q1,1658.77,2010-03-31 23:59:59.999999999,8.0,5
218,15998,2010Q2,725.31,2010-06-30 23:59:59.999999999,3.0,4
219,15998,2010Q3,609.71,2010-09-30 23:59:59.999999999,16.0,4
220,15998,2010Q4,2024.73,2010-12-31 23:59:59.999999999,19.0,5
221,15998,2011Q1,918.83,2011-03-31 23:59:59.999999999,9.0,4
222,15998,2011Q2,329.84,2011-06-30 23:59:59.999999999,9.0,2
223,15998,2011Q3,398.7,2011-09-30 23:59:59.999999999,17.0,3
224,15998,2011Q4,579.21,2011-12-31 23:59:59.999999999,58.0,4
225,12931,2009Q4,1268.75,2009-12-31 23:59:59.999999999,28.0,5
226,12931,2010Q1,4046.24,2010-03-31 23:59:59.999999999,1.0,5
227,12931,2010Q2,14307.67,2010-06-30 23:59:59.999999999,22.0,5
228,12931,2010Q3,6320.82,2010-09-30 23:59:59.999999999,9.0,5
229,12931,2010Q4,24524.9,2010-12-31 23:59:59.999999999,14.0,5
230,12931,2011Q1,1758.9,2011-03-31 23:59:59.999999999,16.0,5
231,12931,2011Q2,1984.8,2011-06-30 23:59:59.999999999,41.0,5
232,12931,2011Q3,28610.0,2011-09-30 23:59:59.999999999,31.0,5
233,12931,2011Q4,9525.26,2011-12-31 23:59:59.999999999,43.0,5
234,12533,2009Q4,929.92,2009-12-31 23:59:59.999999999,30.0,4
235,12533,2010Q1,437.96999999999997,2010-03-31 23:59:59.999999999,9.0,3
236,12533,2010Q2,0.0,2010-06-30 23:59:59.999999999,,0
237,12533,2010Q3,0.0,2010-09-30 23:59:59.999999999,,0
238,12533,2010Q4,0.0,2010-12-31 23:59:59.999999999,,0
239,12533,2011Q1,0.0,2011-03-31 23:59:59.999999999,,0
240,12533,2011Q2,0.0,2011-06-30 23:59:59.999999999,,0
241,12533,2011Q3,0.0,2011-09-30 23:59:59.999999999,,0
242,12533,2011Q4,0.0,2011-12-31 23:59:59.999999999,,0
243,17984,2009Q4,229.46,2009-12-31 23:59:59.999999999,30.0,2
244,17984,2010Q1,0.0,2010-03-31 23:59:59.999999999,,0
245,17984,2010Q2,0.0,2010-06-30 23:59:59.999999999,,0
246,17984,2010Q3,228.75,2010-09-30 23:59:59.999999999,60.0,2
247,17984,2010Q4,580.38,2010-12-31 23:59:59.999999999,49.0,4
248,17984,2011Q1,0.0,2011-03-31 23:59:59.999999999,,0
249,17984,2011Q2,0.0,2011-06-30 23:59:59.999999999,,0
250,17984,2011Q3,152.68,2011-09-30 23:59:59.999999999,75.0,1
251,17984,2011Q4,0.0,2011-12-31 23:59:59.999999999,,0
252,14871,2009Q4,319.65000000000003,2009-12-31 23:59:59.999999999,16.0,2
253,14871,2010Q1,143.07,2010-03-31 23:59:59.999999999,1.0,1
254,14871,2010Q2,148.07,2010-06-30 23:59:59.999999999,23.0,1
255,14871,2010Q3,125.8,2010-09-30 23:59:59.999999999,58.0,1
256,14871,2010Q4,140.4,2010-12-31 23:59:59.999999999,17.0,1
257,14871,2011Q1,108.2,2011-03-31 23:59:59.999999999,2.0,1
258,14871,2011Q2,106.15,2011-06-30 23:59:59.999999999,16.0,1
259,14871,2011Q3,0.0,2011-09-30 23:59:59.999999999,,0
260,14871,2011Q4,167.63,2011-12-31 23:59:59.999999999,25.0,1
261,13394,2009Q4,304.53000000000003,2009-12-31 23:59:59.999999999,30.0,2
262,13394,2010Q1,1314.88,2010-03-31 23:59:59.999999999,41.0,5
263,13394,2010Q2,1124.91,2010-06-30 23:59:59.999999999,17.0,5
264,13394,2010Q3,656.26,2010-09-30 23:59:59.999999999,0.0,4
265,13394,2010Q4,701.1,2010-12-31 23:59:59.999999999,36.0,4
266,13394,2011Q1,634.1800000000001,2011-03-31 23:59:59.999999999,14.0,4
267,13394,2011Q2,301.15000000000003,2011-06-30 23:59:59.999999999,52.0,2
268,13394,2011Q3,910.86,2011-09-30 23:59:59.999999999,8.0,4
269,13394,2011Q4,673.83,2011-12-31 23:59:59.999999999,23.0,4
270,16011,2009Q4,556.73,2009-12-31 23:59:59.999999999,11.0,3
271,16011,2010Q1,122.7,2010-03-31 23:59:59.999999999,20.0,1
272,16011,2010Q2,382.7,2010-06-30 23:59:59.999999999,9.0,3
273,16011,2010Q3,396.29,2010-09-30 23:59:59.999999999,35.0,3
274,16011,2010Q4,1465.43,2010-12-31 23:59:59.999999999,19.0,5
275,16011,2011Q1,465.64,2011-03-31 23:59:59.999999999,2.0,3
276,16011,2011Q2,497.96999999999997,2011-06-30 23:59:59.999999999,14.0,3
277,16011,2011Q3,1097.58,2011-09-30 23:59:59.999999999,1.0,5
278,16011,2011Q4,895.42,2011-12-31 23:59:59.999999999,30.0,4
279,16393,2009Q4,367.40999999999997,2009-12-31 23:59:59.999999999,30.0,3
280,16393,2010Q1,576.75,2010-03-31 23:59:59.999999999,0.0,4
281,16393,2010Q2,143.13,2010-06-30 23:59:59.999999999,14.0,1
282,16393,2010Q3,289.66,2010-09-30 23:59:59.999999999,65.0,2
283,16393,2010Q4,1430.05,2010-12-31 23:59:59.999999999,19.0,5
284,16393,2011Q1,214.04999999999998,2011-03-31 23:59:59.999999999,41.0,2
285,16393,2011Q2,467.24,2011-06-30 23:59:59.999999999,23.0,3
286,16393,2011Q3,792.43,2011-09-30 23:59:59.999999999,24.0,4
287,16393,2011Q4,1280.94,2011-12-31 23:59:59.999999999,24.0,5
288,14040,2009Q4,1071.29,2009-12-31 23:59:59.999999999,14.0,5
289,14040,2010Q1,1769.5,2010-03-31 23:59:59.999999999,9.0,5
290,14040,2010Q2,2401.21,2010-06-30 23:59:59.999999999,1.0,5
291,14040,2010Q3,1674.8,2010-09-30 23:59:59.999999999,15.0,5
292,14040,2010Q4,2113.85,2010-12-31 23:59:59.999999999,43.0,5
293,14040,2011Q1,914.05,2011-03-31 23:59:59.999999999,60.0,4
294,14040,2011Q2,1042.01,2011-06-30 23:59:59.999999999,21.0,5
295,14040,2011Q3,792.25,2011-09-30 23:59:59.999999999,24.0,4
296,14040,2011Q4,866.61,2011-12-31 23:59:59.999999999,62.0,4
297,12913,2009Q4,741.96,2009-12-31 23:59:59.999999999,24.0,4
298,12913,2010Q1,779.6400000000001,2010-03-31 23:59:59.999999999,0.0,4
299,12913,2010Q2,382.14,2010-06-30 23:59:59.999999999,43.0,3
300,12913,2010Q3,0.0,2010-09-30 23:59:59.999999999,,0
301,12913,2010Q4,2731.11,2010-12-31 23:59:59.999999999,25.0,5
302,12913,2011Q1,448.77000000000004,2011-03-31 23:59:59.999999999,29.0,3
303,12913,2011Q2,0.0,2011-06-30 23:59:59.999999999,,0
304,12913,2011Q3,0.0,2011-09-30 23:59:59.999999999,,0
305,12913,2011Q4,1617.24,2011-12-31 23:59:59.999999999,26.0,5
306,15061,2009Q4,14312.539999999999,2009-12-31 23:59:59.999999999,15.0,5
307,15061,2010Q1,4970.74,2010-03-31 23:59:59.999999999,31.0,5
308,15061,2010Q2,15480.699999999999,2010-06-30 23:59:59.999999999,14.0,5
309,15061,2010Q3,18765.11,2010-09-30 23:59:59.999999999,8.0,5
310,15061,2010Q4,49705.95,2010-12-31 23:59:59.999999999,16.0,5
311,15061,2011Q1,7042.3,2011-03-31 23:59:59.999999999,0.0,5
312,15061,2011Q2,5227.08,2011-06-30 23:59:59.999999999,9.0,5
313,15061,2011Q3,8347.72,2011-09-30 23:59:59.999999999,3.0,5
314,15061,2011Q4,13966.38,2011-12-31 23:59:59.999999999,25.0,5
315,14341,2009Q4,592.69,2009-12-31 23:59:59.999999999,16.0,4
316,14341,2010Q1,648.92,2010-03-31 23:59:59.999999999,7.0,4
317,14341,2010Q2,348.06,2010-06-30 23:59:59.999999999,2.0,3
318,14341,2010Q3,346.45,2010-09-30 23:59:59.999999999,2.0,3
319,14341,2010Q4,348.92,2010-12-31 23:59:59.999999999,77.0,3
320,14341,2011Q1,335.63,2011-03-31 23:59:59.999999999,65.0,2
321,14341,2011Q2,367.52,2011-06-30 23:59:59.999999999,53.0,3
322,14341,2011Q3,436.37,2011-09-30 23:59:59.999999999,60.0,3
323,14341,2011Q4,1042.76,2011-12-31 23:59:59.999999999,67.0,5
324,17804,2009Q4,124.95,2009-12-31 23:59:59.999999999,30.0,1
325,17804,2010Q1,0.0,2010-03-31 23:59:59.999999999,,0
326,17804,2010Q2,141.28,2010-06-30 23:59:59.999999999,5.0,1
327,17804,2010Q3,0.0,2010-09-30 23:59:59.999999999,,0
328,17804,2010Q4,119.0,2010-12-31 23:59:59.999999999,33.0,1
329,17804,2011Q1,0.0,2011-03-31 23:59:59.999999999,,0
330,17804,2011Q2,0.0,2011-06-30 23:59:59.999999999,,0
331,17804,2011Q3,0.0,2011-09-30 23:59:59.999999999,,0
332,17804,2011Q4,0.0,2011-12-31 23:59:59.999999999,,0
333,14156,2009Q4,11051.22,2009-12-31 23:59:59.999999999,10.0,5
334,14156,2010Q1,71494.7,2010-03-31 23:59:59.999999999,6.0,5
335,14156,2010Q2,32977.07,2010-06-30 23:59:59.999999999,0.0,5
336,14156,2010Q3,51605.68,2010-09-30 23:59:59.999999999,0.0,5
337,14156,2010Q4,29760.27,2010-12-31 23:59:59.999999999,28.0,5
338,14156,2011Q1,35174.67,2011-03-31 23:59:59.999999999,16.0,5
339,14156,2011Q2,18168.15,2011-06-30 23:59:59.999999999,1.0,5
340,14156,2011Q3,51060.4,2011-09-30 23:59:59.999999999,0.0,5
341,14156,2011Q4,12654.210000000001,2011-12-31 23:59:59.999999999,31.0,5
342,13599,2009Q4,975.59,2009-12-31 23:59:59.999999999,16.0,4
343,13599,2010Q1,1497.13,2010-03-31 23:59:59.999999999,20.0,5
344,13599,2010Q2,436.4,2010-06-30 23:59:59.999999999,33.0,3
345,13599,2010Q3,976.46,2010-09-30 23:59:59.999999999,10.0,4
346,13599,2010Q4,1481.22,2010-12-31 23:59:59.999999999,23.0,5
347,13599,2011Q1,949.71,2011-03-31 23:59:59.999999999,30.0,4
348,13599,2011Q2,703.11,2011-06-30 23:59:59.999999999,36.0,4
349,13599,2011Q3,828.22,2011-09-30 23:59:59.999999999,14.0,4
350,13599,2011Q4,2319.79,2011-12-31 23:59:59.999999999,23.0,5
351,17063,2009Q4,278.61,2009-12-31 23:59:59.999999999,30.0,2
352,17063,2010Q1,296.25,2010-03-31 23:59:59.999999999,23.0,2
353,17063,2010Q2,521.88,2010-06-30 23:59:59.999999999,64.0,3
354,17063,2010Q3,753.0500000000001,2010-09-30 23:59:59.999999999,4.0,4
355,17063,2010Q4,327.6,2010-12-31 23:59:59.999999999,64.0,2
356,17063,2011Q1,319.37,2011-03-31 23:59:59.999999999,36.0,2
357,17063,2011Q2,352.5,2011-06-30 23:59:59.999999999,1.0,3
358,17063,2011Q3,0.0,2011-09-30 23:59:59.999999999,,0
359,17063,2011Q4,789.27,2011-12-31 23:59:59.999999999,43.0,4
360,15719,2009Q4,674.17,2009-12-31 23:59:59.999999999,21.0,4
361,15719,2010Q1,1241.24,2010-03-31 23:59:59.999999999,1.0,5
362,15719,2010Q2,1222.09,2010-06-30 23:59:59.999999999,13.0,5
363,15719,2010Q3,1104.52,2010-09-30 23:59:59.999999999,8.0,5
364,15719,2010Q4,935.4300000000001,2010-12-31 23:59:59.999999999,38.0,4
365,15719,2011Q1,1371.6,2011-03-31 23:59:59.999999999,9.0,5
