Customer ID,Quarter,Revenue Score,Next Quarter,Next Quarter Revenue Score
16329,2009Q4,2,2010Q1,3
16329,2010Q1,3,2010Q2,0
16329,2010Q2,0,2010Q3,3
16329,2010Q3,3,2010Q4,3
16329,2010Q4,3,2011Q1,0
16329,2011Q1,0,2011Q2,0
16329,2011Q2,0,2011Q3,0
16329,2011Q3,0,2011Q4,0
17700,2009Q4,4,2010Q1,4
17700,2010Q1,4,2010Q2,4
17700,2010Q2,4,2010Q3,4
17700,2010Q3,4,2010Q4,4
17700,2010Q4,4,2011Q1,4
17700,2011Q1,4,2011Q2,3
17700,2011Q2,3,2011Q3,3
17700,2011Q3,3,2011Q4,4
14911,2009Q4,5,2010Q1,5
14911,2010Q1,5,2010Q2,5
14911,2010Q2,5,2010Q3,5
14911,2010Q3,5,2010Q4,5
14911,2010Q4,5,2011Q1,5
14911,2011Q1,5,2011Q2,5
14911,2011Q2,5,2011Q3,5
14911,2011Q3,5,2011Q4,5
15998,2009Q4,5,2010Q1,5
15998,2010Q1,5,2010Q2,4
15998,2010Q2,4,2010Q3,4
15998,2010Q3,4,2010Q4,5
15998,2010Q4,5,2011Q1,4
15998,2011Q1,4,2011Q2,2
15998,2011Q2,2,2011Q3,3
15998,2011Q3,3,2011Q4,4
12931,2009Q4,5,2010Q1,5
12931,2010Q1,5,2010Q2,5
12931,2010Q2,5,2010Q3,5
12931,2010Q3,5,2010Q4,5
12931,2010Q4,5,2011Q1,5
12931,2011Q1,5,2011Q2,5
12931,2011Q2,5,2011Q3,5
12931,2011Q3,5,2011Q4,5
12533,2009Q4,4,2010Q1,3
12533,2010Q1,3,2010Q2,0
12533,2010Q2,0,2010Q3,0
12533,2010Q3,0,2010Q4,0
12533,2010Q4,0,2011Q1,0
12533,2011Q1,0,2011Q2,0
12533,2011Q2,0,2011Q3,0
12533,2011Q3,0,2011Q4,0
17984,2009Q4,2,2010Q1,0
17984,2010Q1,0,2010Q2,0
17984,2010Q2,0,2010Q3,2
17984,2010Q3,2,2010Q4,4
17984,2010Q4,4,2011Q1,0
17984,2011Q1,0,2011Q2,0
17984,2011Q2,0,2011Q3,1
17984,2011Q3,1,2011Q4,0
14871,2009Q4,2,2010Q1,1
14871,2010Q1,1,2010Q2,1
14871,2010Q2,1,2010Q3,1
14871,2010Q3,1,2010Q4,1
14871,2010Q4,1,2011Q1,1
14871,2011Q1,1,2011Q2,1
14871,2011Q2,1,2011Q3,0
14871,2011Q3,0,2011Q4,1
13394,2009Q4,2,2010Q1,5
13394,2010Q1,5,2010Q2,5
13394,2010Q2,5,2010Q3,4
13394,2010Q3,4,2010Q4,4
13394,2010Q4,4,2011Q1,4
13394,2011Q1,4,2011Q2,2
13394,2011Q2,2,2011Q3,4
13394,2011Q3,4,2011Q4,4
16011,2009Q4,3,2010Q1,1
16011,2010Q1,1,2010Q2,3
16011,2010Q2,3,2010Q3,3
16011,2010Q3,3,2010Q4,5
16011,2010Q4,5,2011Q1,3
16011,2011Q1,3,2011Q2,3
16011,2011Q2,3,2011Q3,5
16011,2011Q3,5,2011Q4,4
16393,2009Q4,3,2010Q1,4
16393,2010Q1,4,2010Q2,1
16393,2010Q2,1,2010Q3,2
16393,2010Q3,2,2010Q4,5
16393,2010Q4,5,2011Q1,2
16393,2011Q1,2,2011Q2,3
16393,2011Q2,3,2011Q3,4
16393,2011Q3,4,2011Q4,5
14040,2009Q4,5,2010Q1,5
14040,2010Q1,5,2010Q2,5
14040,2010Q2,5,2010Q3,5
14040,2010Q3,5,2010Q4,5
14040,2010Q4,5,2011Q1,4
14040,2011Q1,4,2011Q2,5
14040,2011Q2,5,2011Q3,4
14040,2011Q3,4,2011Q4,4
12913,2009Q4,4,2010Q1,4
12913,2010Q1,4,2010Q2,3
12913,2010Q2,3,2010Q3,0
12913,2010Q3,0,2010Q4,5
12913,2010Q4,5,2011Q1,3
12913,2011Q1,3,2011Q2,0
12913,2011Q2,0,2011Q3,0
12913,2011Q3,0,2011Q4,5
15061,2009Q4,5,2010Q1,5
15061,2010Q1,5,2010Q2,5
15061,2010Q2,5,2010Q3,5
15061,2010Q3,5,2010Q4,5
15061,2010Q4,5,2011Q1,5
15061,2011Q1,5,2011Q2,5
15061,2011Q2,5,2011Q3,5
15061,2011Q3,5,2011Q4,5
14341,2009Q4,4,2010Q1,4
14341,2010Q1,4,2010Q2,3
14341,2010Q2,3,2010Q3,3
14341,2010Q3,3,2010Q4,3
14341,2010Q4,3,2011Q1,2
14341,2011Q1,2,2011Q2,3
14341,2011Q2,3,2011Q3,3
14341,2011Q3,3,2011Q4,5
17804,2009Q4,1,2010Q1,0
17804,2010Q1,0,2010Q2,1
17804,2010Q2,1,2010Q3,0
17804,2010Q3,0,2010Q4,1
17804,2010Q4,1,2011Q1,0
17804,2011Q1,0,2011Q2,0
17804,2011Q2,0,2011Q3,0
17804,2011Q3,0,2011Q4,0
14156,2009Q4,5,2010Q1,5
14156,2010Q1,5,2010Q2,5
14156,2010Q2,5,2010Q3,5
14156,2010Q3,5,2010Q4,5
14156,2010Q4,5,2011Q1,5
14156,2011Q1,5,2011Q2,5
14156,2011Q2,5,2011Q3,5
14156,2011Q3,5,2011Q4,5
13599,2009Q4,4,2010Q1,5
13599,2010Q1,5,2010Q2,3
13599,2010Q2,3,2010Q3,4
13599,2010Q3,4,2010Q4,5
13599,2010Q4,5,2011Q1,4
13599,2011Q1,4,2011Q2,4
13599,2011Q2,4,2011Q3,4
13599,2011Q3,4,2011Q4,5
17063,2009Q4,2,2010Q1,2
17063,2010Q1,2,2010Q2,3
17063,2010Q2,3,2010Q3,4
17063,2010Q3,4,2010Q4,2
17063,2010Q4,2,2011Q1,2
17063,2011Q1,2,2011Q2,3
17063,2011Q2,3,2011Q3,0
17063,2011Q3,0,2011Q4,4
15719,2009Q4,4,2010Q1,5
15719,2010Q1,5,2010Q2,5
15719,2010Q2,5,2010Q3,5
15719,2010Q3,5,2010Q4,4
15719,2010Q4,4,2011Q1,5
15719,2011Q1,5,2011Q2,5
15719,2011Q2,5,2011Q3,5
15719,2011Q3,5,2011Q4,4
12490,2009Q4,4,2010Q1,5
12490,2010Q1,5,2010Q2,3
12490,2010Q2,3,2010Q3,4
12490,2010Q3,4,2010Q4,4
12490,2010Q4,4,2011Q1,4
12490,2011Q1,4,2011Q2,4
12490,2011Q2,4,2011Q3,5
12490,2011Q3,5,2011Q4,5
15793,2009Q4,2,2010Q1,2
15793,2010Q1,2,2010Q2,1
15793,2010Q2,1,2010Q3,2
15793,2010Q3,2,2010Q4,2
15793,2010Q4,2,2011Q1,2
15793,2011Q1,2,2011Q2,0
15793,2011Q2,0,2011Q3,0
15793,2011Q3,0,2011Q4,4
17056,2009Q4,1,2010Q1,0
17056,2010Q1,0,2010Q2,0
17056,2010Q2,0,2010Q3,0
17056,2010Q3,0,2010Q4,0
17056,2010Q4,0,2011Q1,0
17056,2011Q1,0,2011Q2,0
17056,2011Q2,0,2011Q3,0
17056,2011Q3,0,2011Q4,0
13526,2009Q4,5,2010Q1,0
13526,2010Q1,0,2010Q2,0
13526,2010Q2,0,2010Q3,0
13526,2010Q3,0,2010Q4,0
13526,2010Q4,0,2011Q1,0
13526,2011Q1,0,2011Q2,0
13526,2011Q2,0,2011Q3,0
13526,2011Q3,0,2011Q4,0
14654,2009Q4,2,2010Q1,0
14654,2010Q1,0,2010Q2,0
14654,2010Q2,0,2010Q3,0
14654,2010Q3,0,2010Q4,0
14654,2010Q4,0,2011Q1,0
14654,2011Q1,0,2011Q2,0
14654,2011Q2,0,2011Q3,0
14654,2011Q3,0,2011Q4,0
17998,2009Q4,2,2010Q1,0
17998,2010Q1,0,2010Q2,0
17998,2010Q2,0,2010Q3,0
17998,2010Q3,0,2010Q4,2
17998,2010Q4,2,2011Q1,0
17998,2011Q1,0,2011Q2,0
17998,2011Q2,0,2011Q3,0
17998,2011Q3,0,2011Q4,0
17742,2009Q4,2,2010Q1,3
17742,2010Q1,3,2010Q2,3
17742,2010Q2,3,2010Q3,3
17742,2010Q3,3,2010Q4,1
17742,2010Q4,1,2011Q1,2
17742,2011Q1,2,2011Q2,0
17742,2011Q2,0,2011Q3,1
17742,2011Q3,1,2011Q4,0
15326,2009Q4,4,2010Q1,3
15326,2010Q1,3,2010Q2,2
15326,2010Q2,2,2010Q3,0
15326,2010Q3,0,2010Q4,0
15326,2010Q4,0,2011Q1,2
15326,2011Q1,2,2011Q2,0
15326,2011Q2,0,2011Q3,0
15326,2011Q3,0,2011Q4,0
14478,2009Q4,2,2010Q1,2
14478,2010Q1,2,2010Q2,0
14478,2010Q2,0,2010Q3,3
14478,2010Q3,3,2010Q4,3
14478,2010Q4,3,2011Q1,0
14478,2011Q1,0,2011Q2,0
14478,2011Q2,0,2011Q3,0
14478,2011Q3,0,2011Q4,0
15967,2009Q4,1,2010Q1,2
15967,2010Q1,2,2010Q2,4
15967,2010Q2,4,2010Q3,4
15967,2010Q3,4,2010Q4,4
15967,2010Q4,4,2011Q1,1
15967,2011Q1,1,2011Q2,0
15967,2011Q2,0,2011Q3,0
15967,2011Q3,0,2011Q4,2
17611,2009Q4,3,2010Q1,5
17611,2010Q1,5,2010Q2,5
17611,2010Q2,5,2010Q3,5
17611,2010Q3,5,2010Q4,4
17611,2010Q4,4,2011Q1,5
17611,2011Q1,5,2011Q2,4
17611,2011Q2,4,2011Q3,4
17611,2011Q3,4,2011Q4,4
15051,2009Q4,4,2010Q1,1
15051,2010Q1,1,2010Q2,3
15051,2010Q2,3,2010Q3,4
15051,2010Q3,4,2010Q4,3
15051,2010Q4,3,2011Q1,0
15051,2011Q1,0,2011Q2,0
15051,2011Q2,0,2011Q3,3
15051,2011Q3,3,2011Q4,4
13097,2009Q4,5,2010Q1,5
13097,2010Q1,5,2010Q2,5
13097,2010Q2,5,2010Q3,5
13097,2010Q3,5,2010Q4,5
13097,2010Q4,5,2011Q1,5
13097,2011Q1,5,2011Q2,5
13097,2011Q2,5,2011Q3,5
13097,2011Q3,5,2011Q4,3
13590,2009Q4,3,2010Q1,4
13590,2010Q1,4,2010Q2,1
13590,2010Q2,1,2010Q3,4
13590,2010Q3,4,2010Q4,5
13590,2010Q4,5,2011Q1,2
13590,2011Q1,2,2011Q2,4
13590,2011Q2,4,2011Q3,2
13590,2011Q3,2,2011Q4,4
15984,2009Q4,5,2010Q1,4
15984,2010Q1,4,2010Q2,5
15984,2010Q2,5,2010Q3,4
15984,2010Q3,4,2010Q4,5
15984,2010Q4,5,2011Q1,3
15984,2011Q1,3,2011Q2,2
15984,2011Q2,2,2011Q3,5
15984,2011Q3,5,2011Q4,4
16887,2009Q4,2,2010Q1,0
16887,2010Q1,0,2010Q2,0
16887,2010Q2,0,2010Q3,0
16887,2010Q3,0,2010Q4,2
16887,2010Q4,2,2011Q1,0
16887,2011Q1,0,2011Q2,0
16887,2011Q2,0,2011Q3,0
16887,2011Q3,0,2011Q4,1
12921,2009Q4,5,2010Q1,5
12921,2010Q1,5,2010Q2,5
12921,2010Q2,5,2010Q3,5
12921,2010Q3,5,2010Q4,5
12921,2010Q4,5,2011Q1,5
12921,2011Q1,5,2011Q2,5
12921,2011Q2,5,2011Q3,5
12921,2011Q3,5,2011Q4,5
14543,2009Q4,5,2010Q1,5
14543,2010Q1,5,2010Q2,5
14543,2010Q2,5,2010Q3,5
14543,2010Q3,5,2010Q4,5
14543,2010Q4,5,2011Q1,5
14543,2011Q1,5,2011Q2,5
14543,2011Q2,5,2011Q3,3
14543,2011Q3,3,2011Q4,2
15945,2009Q4,1,2010Q1,2
15945,2010Q1,2,2010Q2,0
15945,2010Q2,0,2010Q3,1
15945,2010Q3,1,2010Q4,3
15945,2010Q4,3,2011Q1,0
15945,2011Q1,0,2011Q2,0
15945,2011Q2,0,2011Q3,0
15945,2011Q3,0,2011Q4,0
18037,2009Q4,1,2010Q1,1
18037,2010Q1,1,2010Q2,1
18037,2010Q2,1,2010Q3,0
18037,2010Q3,0,2010Q4,1
18037,2010Q4,1,2011Q1,1
18037,2011Q1,1,2011Q2,1
18037,2011Q2,1,2011Q3,1
18037,2011Q3,1,2011Q4,0
15662,2009Q4,1,2010Q1,1
15662,2010Q1,1,2010Q2,0
15662,2010Q2,0,2010Q3,0
15662,2010Q3,0,2010Q4,0
15662,2010Q4,0,2011Q1,0
15662,2011Q1,0,2011Q2,0
15662,2011Q2,0,2011Q3,0
15662,2011Q3,0,2011Q4,0
15380,2009Q4,3,2010Q1,3
15380,2010Q1,3,2010Q2,2
15380,2010Q2,2,2010Q3,0
15380,2010Q3,0,2010Q4,4
15380,2010Q4,4,2011Q1,0
15380,2011Q1,0,2011Q2,0
15380,2011Q2,0,2011Q3,4
15380,2011Q3,4,2011Q4,4
13110,2009Q4,3,2010Q1,3
13110,2010Q1,3,2010Q2,2
13110,2010Q2,2,2010Q3,3
13110,2010Q3,3,2010Q4,0
13110,2010Q4,0,2011Q1,4
13110,2011Q1,4,2011Q2,0
13110,2011Q2,0,2011Q3,2
13110,2011Q3,2,2011Q4,3
12836,2009Q4,3,2010Q1,4
12836,2010Q1,4,2010Q2,4
12836,2010Q2,4,2010Q3,4
12836,2010Q3,4,2010Q4,5
12836,2010Q4,5,2011Q1,4
12836,2011Q1,4,2011Q2,4
12836,2011Q2,4,2011Q3,3
12836,2011Q3,3,2011Q4,3
15005,2009Q4,4,2010Q1,5
15005,2010Q1,5,2010Q2,5
15005,2010Q2,5,2010Q3,5
15005,2010Q3,5,2010Q4,5
15005,2010Q4,5,2011Q1,4
15005,2011Q1,4,2011Q2,5
15005,2011Q2,5,2011Q3,5
15005,2011Q3,5,2011Q4,5
16620,2009Q4,4,2010Q1,1
16620,2010Q1,1,2010Q2,2
16620,2010Q2,2,2010Q3,0
16620,2010Q3,0,2010Q4,2
16620,2010Q4,2,2011Q1,1
16620,2011Q1,1,2011Q2,0
16620,2011Q2,0,2011Q3,0
16620,2011Q3,0,2011Q4,1
12758,2009Q4,5,2010Q1,5
12758,2010Q1,5,2010Q2,5
12758,2010Q2,5,2010Q3,5
12758,2010Q3,5,2010Q4,0
12758,2010Q4,0,2011Q1,5
12758,2011Q1,5,2011Q2,0
12758,2011Q2,0,2011Q3,5
12758,2011Q3,5,2011Q4,0
17961,2009Q4,4,2010Q1,2
17961,2010Q1,2,2010Q2,2
17961,2010Q2,2,2010Q3,2
17961,2010Q3,2,2010Q4,4
17961,2010Q4,4,2011Q1,1
17961,2011Q1,1,2011Q2,2
17961,2011Q2,2,2011Q3,2
17961,2011Q3,2,2011Q4,1
15601,2009Q4,5,2010Q1,5
15601,2010Q1,5,2010Q2,5
15601,2010Q2,5,2010Q3,4
15601,2010Q3,4,2010Q4,5
15601,2010Q4,5,2011Q1,5
15601,2011Q1,5,2011Q2,5
15601,2011Q2,5,2011Q3,4
15601,2011Q3,4,2011Q4,4
13585,2009Q4,1,2010Q1,0
13585,2010Q1,0,2010Q2,4
13585,2010Q2,4,2010Q3,0
13585,2010Q3,0,2010Q4,0
13585,2010Q4,0,2011Q1,0
13585,2011Q1,0,2011Q2,0
13585,2011Q2,0,2011Q3,0
13585,2011Q3,0,2011Q4,0
13442,2009Q4,1,2010Q1,2
13442,2010Q1,2,2010Q2,0
13442,2010Q2,0,2010Q3,0
13442,2010Q3,0,2010Q4,0
13442,2010Q4,0,2011Q1,0
13442,2011Q1,0,2011Q2,0
13442,2011Q2,0,2011Q3,0
13442,2011Q3,0,2011Q4,0
13381,2009Q4,1,2010Q1,4
13381,2010Q1,4,2010Q2,5
13381,2010Q2,5,2010Q3,5
13381,2010Q3,5,2010Q4,4
13381,2010Q4,4,2011Q1,3
13381,2011Q1,3,2011Q2,4
13381,2011Q2,4,2011Q3,5
13381,2011Q3,5,2011Q4,4
16763,2009Q4,3,2010Q1,0
16763,2010Q1,0,2010Q2,0
16763,2010Q2,0,2010Q3,0
16763,2010Q3,0,2010Q4,0
16763,2010Q4,0,2011Q1,0
16763,2011Q1,0,2011Q2,4
16763,2011Q2,4,2011Q3,0
16763,2011Q3,0,2011Q4,0
17243,2009Q4,5,2010Q1,5
17243,2010Q1,5,2010Q2,5
17243,2010Q2,5,2010Q3,5
17243,2010Q3,5,2010Q4,5
17243,2010Q4,5,2011Q1,5
17243,2011Q1,5,2011Q2,4
17243,2011Q2,4,2011Q3,5
17243,2011Q3,5,2011Q4,5
14865,2009Q4,1,2010Q1,0
14865,2010Q1,0,2010Q2,0
14865,2010Q2,0,2010Q3,0
14865,2010Q3,0,2010Q4,1
14865,2010Q4,1,2011Q1,0
14865,2011Q1,0,2011Q2,0
14865,2011Q2,0,2011Q3,0
14865,2011Q3,0,2011Q4,1
17345,2009Q4,2,2010Q1,0
17345,2010Q1,0,2010Q2,3
17345,2010Q2,3,2010Q3,0
17345,2010Q3,0,2010Q4,2
17345,2010Q4,2,2011Q1,0
17345,2011Q1,0,2011Q2,1
17345,2011Q2,1,2011Q3,1
17345,2011Q3,1,2011Q4,2
13819,2009Q4,5,2010Q1,3
13819,2010Q1,3,2010Q2,0
13819,2010Q2,0,2010Q3,0
13819,2010Q3,0,2010Q4,0
13819,2010Q4,0,2011Q1,5
13819,2011Q1,5,2011Q2,0
13819,2011Q2,0,2011Q3,0
13819,2011Q3,0,2011Q4,0
15808,2009Q4,5,2010Q1,5
15808,2010Q1,5,2010Q2,5
15808,2010Q2,5,2010Q3,5
15808,2010Q3,5,2010Q4,5
15808,2010Q4,5,2011Q1,5
15808,2011Q1,5,2011Q2,0
15808,2011Q2,0,2011Q3,0
15808,2011Q3,0,2011Q4,0
17191,2009Q4,2,2010Q1,4
17191,2010Q1,4,2010Q2,3
17191,2010Q2,3,2010Q3,1
17191,2010Q3,1,2010Q4,5
17191,2010Q4,5,2011Q1,2
17191,2011Q1,2,2011Q2,3
17191,2011Q2,3,2011Q3,3
17191,2011Q3,3,2011Q4,3
13748,2009Q4,1,2010Q1,0
13748,2010Q1,0,2010Q2,0
13748,2010Q2,0,2010Q3,0
13748,2010Q3,0,2010Q4,5
13748,2010Q4,5,2011Q1,0
13748,2011Q1,0,2011Q2,3
13748,2011Q2,3,2011Q3,3
13748,2011Q3,3,2011Q4,0
15265,2009Q4,2,2010Q1,0
15265,2010Q1,0,2010Q2,5
15265,2010Q2,5,2010Q3,0
15265,2010Q3,0,2010Q4,0
15265,2010Q4,0,2011Q1,0
15265,2011Q1,0,2011Q2,4
15265,2011Q2,4,2011Q3,4
15265,2011Q3,4,2011Q4,0
15750,2009Q4,3,2010Q1,0
15750,2010Q1,0,2010Q2,4
15750,2010Q2,4,2010Q3,3
15750,2010Q3,3,2010Q4,5
15750,2010Q4,5,2011Q1,2
15750,2011Q1,2,2011Q2,3
15750,2011Q2,3,2011Q3,3
15750,2011Q3,3,2011Q4,4
17428,2009Q4,5,2010Q1,5
17428,2010Q1,5,2010Q2,5
17428,2010Q2,5,2010Q3,5
17428,2010Q3,5,2010Q4,5
17428,2010Q4,5,2011Q1,5
17428,2011Q1,5,2011Q2,5
17428,2011Q2,5,2011Q3,5
17428,2011Q3,5,2011Q4,5
15485,2009Q4,4,2010Q1,2
15485,2010Q1,2,2010Q2,0
15485,2010Q2,0,2010Q3,0
15485,2010Q3,0,2010Q4,5
15485,2010Q4,5,2011Q1,2
15485,2011Q1,2,2011Q2,0
15485,2011Q2,0,2011Q3,0
15485,2011Q3,0,2011Q4,5
17246,2009Q4,1,2010Q1,0
17246,2010Q1,0,2010Q2,1
17246,2010Q2,1,2010Q3,0
17246,2010Q3,0,2010Q4,0
17246,2010Q4,0,2011Q1,0
17246,2011Q1,0,2011Q2,0
17246,2011Q2,0,2011Q3,0
17246,2011Q3,0,2011Q4,0
14061,2009Q4,3,2010Q1,0
14061,2010Q1,0,2010Q2,0
14061,2010Q2,0,2010Q3,3
14061,2010Q3,3,2010Q4,0
14061,2010Q4,0,2011Q1,0
14061,2011Q1,0,2011Q2,0
14061,2011Q2,0,2011Q3,0
14061,2011Q3,0,2011Q4,0
14108,2009Q4,3,2010Q1,0
14108,2010Q1,0,2010Q2,0
14108,2010Q2,0,2010Q3,0
14108,2010Q3,0,2010Q4,0
14108,2010Q4,0,2011Q1,0
14108,2011Q1,0,2011Q2,0
14108,2011Q2,0,2011Q3,2
14108,2011Q3,2,2011Q4,2
13648,2009Q4,2,2010Q1,2
13648,2010Q1,2,2010Q2,3
13648,2010Q2,3,2010Q3,3
13648,2010Q3,3,2010Q4,3
13648,2010Q4,3,2011Q1,0
13648,2011Q1,0,2011Q2,0
13648,2011Q2,0,2011Q3,0
13648,2011Q3,0,2011Q4,0
16563,2009Q4,3,2010Q1,2
16563,2010Q1,2,2010Q2,3
16563,2010Q2,3,2010Q3,4
16563,2010Q3,4,2010Q4,5
16563,2010Q4,5,2011Q1,0
16563,2011Q1,0,2011Q2,0
16563,2011Q2,0,2011Q3,0
16563,2011Q3,0,2011Q4,5
16701,2009Q4,4,2010Q1,4
16701,2010Q1,4,2010Q2,4
16701,2010Q2,4,2010Q3,5
16701,2010Q3,5,2010Q4,4
16701,2010Q4,4,2011Q1,5
16701,2011Q1,5,2011Q2,4
16701,2011Q2,4,2011Q3,5
16701,2011Q3,5,2011Q4,5
12842,2009Q4,3,2010Q1,0
12842,2010Q1,0,2010Q2,0
12842,2010Q2,0,2010Q3,0
12842,2010Q3,0,2010Q4,3
